Lat,Long
45.940483,-129.988488
45.940447,-129.988595
45.940427,-129.988693
45.940358,-129.988802
45.940308,-129.988917
45.940307,-129.988997
45.940318,-129.989020
45.940317,-129.989042
45.940278,-129.989087
45.940218,-129.989202
45.940148,-129.989377
45.940088,-129.989525
45.940037,-129.989653
45.939975,-129.989792
45.939908,-129.989952
45.939847,-129.990087
45.939805,-129.990170
45.939795,-129.990237
45.939765,-129.990318
45.939723,-129.990417
45.939677,-129.990542
45.939642,-129.990668
45.939613,-129.990797
45.939627,-129.990868
45.939573,-129.990932
45.939522,-129.991027
45.939473,-129.991198
45.939445,-129.991342
45.939408,-129.991453
45.939363,-129.991593
45.939312,-129.991702
45.939270,-129.991817
45.939237,-129.991947
45.939222,-129.992068
45.939207,-129.992223
45.939172,-129.992363
45.939150,-129.992482
45.939132,-129.992580
45.939123,-129.992695
45.939100,-129.992787
45.939077,-129.992877
45.939057,-129.992987
45.939027,-129.993102
45.938985,-129.993288
45.938950,-129.993453
45.938932,-129.993612
45.938925,-129.993733
45.938887,-129.993882
45.938853,-129.993983
45.938837,-129.994072
45.938817,-129.994202
45.938785,-129.994333
45.938767,-129.994452
45.938740,-129.994600
45.938718,-129.994735
45.938693,-129.994850
45.938677,-129.994997
45.938662,-129.995112
45.938637,-129.995222
45.938628,-129.995333
45.938652,-129.995467
45.938708,-129.995590
45.938782,-129.995700
45.938827,-129.995805
45.938815,-129.995855
45.938883,-129.996025
45.938902,-129.996167
45.938930,-129.996298
45.938952,-129.996437
45.938963,-129.996567
45.938992,-129.996723
45.939020,-129.996828
45.939060,-129.996957
45.939097,-129.997052
45.939107,-129.997187
45.939138,-129.997322
45.939187,-129.997428
45.939187,-129.997538
45.939222,-129.997597
45.939233,-129.997635
45.939212,-129.997660
45.939222,-129.997757
45.939232,-129.997858
45.939268,-129.997982
45.939300,-129.998122
45.939333,-129.998193
45.939348,-129.998268
45.939357,-129.998357
45.939388,-129.998458
45.939407,-129.998543
45.939432,-129.998688
45.939432,-129.998818
45.939473,-129.998928
45.939488,-129.999062
45.939517,-129.999222
45.939535,-129.999343
45.939542,-129.999377
45.939542,-129.999453
45.939608,-129.999558
45.939658,-129.999598
45.939607,-129.999643
45.939563,-129.999693
45.939497,-129.999837
45.939437,-129.999988
45.939428,-130.000148
45.939388,-130.000238
45.939353,-130.000422
45.939340,-130.000567
45.939333,-130.000708
45.939327,-130.000843
45.939333,-130.000945
45.939313,-130.001025
45.939307,-130.001077
45.939307,-130.001190
45.939280,-130.001293
45.939285,-130.001397
45.939262,-130.001562
45.939223,-130.001688
45.939192,-130.001838
45.939163,-130.001977
45.939148,-130.002112
45.939128,-130.002198
45.939097,-130.002303
45.939048,-130.002452
45.939037,-130.002562
45.939002,-130.002698
45.939023,-130.002785
45.939047,-130.002788
45.938995,-130.002858
45.938957,-130.002928
45.938942,-130.003037
45.938925,-130.003190
45.938905,-130.003353
45.938880,-130.003492
45.938880,-130.003617
45.938857,-130.003748
45.938833,-130.003892
45.938817,-130.003992
45.938817,-130.004113
45.938798,-130.004245
45.938758,-130.004353
45.938735,-130.004477
45.938695,-130.004602
45.938675,-130.004713
45.938648,-130.004857
45.938598,-130.005007
45.938565,-130.005120
45.938558,-130.005208
45.938518,-130.005310
45.938467,-130.005412
45.938390,-130.005513
45.938307,-130.005617
45.938223,-130.005703
45.938148,-130.005788
45.938097,-130.005880
45.938048,-130.005948
45.937993,-130.006077
45.937967,-130.006132
45.937932,-130.006208
45.937855,-130.006273
45.937795,-130.006377
45.937718,-130.006472
45.937657,-130.006592
45.937588,-130.006697
45.937522,-130.006798
45.937457,-130.006882
45.937423,-130.006957
45.937367,-130.007042
45.937337,-130.007110
45.937263,-130.007183
45.937193,-130.007282
45.937158,-130.007317
45.937117,-130.007395
45.937045,-130.007488
45.936988,-130.007588
45.936908,-130.007697
45.936843,-130.007810
45.936792,-130.007853
45.936752,-130.007922
45.936697,-130.008008
45.936667,-130.008120
45.936628,-130.008223
45.936607,-130.008357
45.936570,-130.008495
45.936540,-130.008602
45.936510,-130.008695
45.936485,-130.008772
45.936432,-130.008872
45.936387,-130.008962
45.936357,-130.009045
45.936318,-130.009118
45.936280,-130.009185
45.936243,-130.009273
45.936195,-130.009370
45.936177,-130.009458
45.936167,-130.009538
45.936137,-130.009610
45.936092,-130.009707
45.936057,-130.009828
45.936027,-130.009948
45.935982,-130.010108
45.935927,-130.010283
45.935882,-130.010408
45.935838,-130.010517
45.935800,-130.010612
45.935763,-130.010720
45.935727,-130.010813
45.935702,-130.010927
45.935657,-130.011048
45.935618,-130.011173
45.935590,-130.011282
45.935562,-130.011408
45.935523,-130.011542
45.935480,-130.011657
45.935420,-130.011757
45.935390,-130.011833
45.935372,-130.011922
45.935342,-130.012020
45.935297,-130.012133
45.935262,-130.012258
45.935233,-130.012353
45.935208,-130.012463
45.935178,-130.012588
45.935133,-130.012712
45.935090,-130.012813
45.935038,-130.012938
45.935015,-130.013002
45.934982,-130.013117
45.934923,-130.013222
45.934842,-130.013303
45.934723,-130.013372
45.934627,-130.013417
45.934543,-130.013495
45.934472,-130.013592
45.934375,-130.013648
45.934287,-130.013697
45.934207,-130.013748
45.934108,-130.013755
45.934005,-130.013777
45.933915,-130.013793
45.933828,-130.013845
45.933792,-130.013884
45.933738,-130.013899
45.941273,-129.969737
45.940945,-129.969797
45.940887,-129.969711
45.940818,-129.969597
45.940718,-129.969467
45.940633,-129.969338
45.940492,-129.969213
45.940387,-129.969083
45.940267,-129.968927
45.940118,-129.968775
45.939992,-129.968633
45.939862,-129.968523
45.939722,-129.968413
45.939552,-129.968360
45.939387,-129.968343
45.939213,-129.968353
45.939055,-129.968312
45.938883,-129.968267
45.938732,-129.968228
45.938568,-129.968218
45.938423,-129.968198
45.938258,-129.968178
45.938107,-129.968148
45.937962,-129.968093
45.937808,-129.968060
45.937658,-129.968028
45.937507,-129.967982
45.937348,-129.967887
45.937192,-129.967877
45.937047,-129.967870
45.936895,-129.967853
45.936738,-129.967897
45.936583,-129.967925
45.936453,-129.967947
45.936298,-129.967973
45.936132,-129.967988
45.936012,-129.967998
45.935873,-129.968003
45.935728,-129.968012
45.935583,-129.967997
45.935440,-129.968012
45.935270,-129.968037
45.935120,-129.968047
45.934965,-129.968077
45.934812,-129.968058
45.934647,-129.968087
45.934485,-129.968072
45.934322,-129.968117
45.934182,-129.968167
45.934075,-129.968250
45.933943,-129.968348
45.933818,-129.968458
45.933675,-129.968538
45.933528,-129.968617
45.933372,-129.968672
45.933217,-129.968795
45.933092,-129.968890
45.932945,-129.968997
45.932835,-129.969072
45.932712,-129.969160
45.932568,-129.969270
45.932440,-129.969382
45.932310,-129.969507
45.932170,-129.969635
45.932027,-129.969748
45.931867,-129.969832
45.931718,-129.969935
45.931572,-129.970018
45.931452,-129.970125
45.931342,-129.970228
45.931223,-129.970348
45.931097,-129.970477
45.930982,-129.970673
45.930842,-129.970820
45.930710,-129.971003
45.930567,-129.971153
45.930383,-129.971312
45.930222,-129.971473
45.930183,-129.971468
45.930203,-129.971507
45.930073,-129.971642
45.929953,-129.971772
45.929832,-129.971895
45.929703,-129.972028
45.929570,-129.972157
45.929445,-129.972272
45.929308,-129.972388
45.929177,-129.972545
45.929052,-129.972677
45.928910,-129.972800
45.928788,-129.972883
45.928633,-129.972963
45.928483,-129.973077
45.928343,-129.973180
45.928213,-129.973277
45.928102,-129.973413
45.927975,-129.973572
45.927863,-129.973737
45.927762,-129.973922
45.927640,-129.974090
45.927538,-129.974253
45.927408,-129.974423
45.927308,-129.974562
45.927233,-129.974687
45.927123,-129.974878
45.927037,-129.975040
45.926942,-129.975238
45.926902,-129.975362
45.926832,-129.975468
45.926717,-129.975620
45.926622,-129.975808
45.926570,-129.975977
45.926570,-129.976005
45.926528,-129.976123
45.926448,-129.976343
45.926360,-129.976492
45.926277,-129.976633
45.926172,-129.976862
45.926060,-129.977133
45.925925,-129.977432
45.925848,-129.977621
45.925807,-129.977697
45.925841,-129.977609
45.941273,-129.969737
45.941395,-129.969738
45.941558,-129.969707
45.941608,-129.970145
45.941877,-129.970770
45.942198,-129.971348
45.942507,-129.971950
45.942782,-129.972537
45.943098,-129.973123
45.943238,-129.973443
45.943403,-129.973838
45.943697,-129.974630
45.943938,-129.975258
45.944065,-129.975577
45.944192,-129.976453
45.944265,-129.976983
45.944162,-129.977397
45.944103,-129.978417
45.943997,-129.978985
45.943983,-129.979140
45.943782,-129.980008
45.943617,-129.980822
45.943608,-129.980840
45.943488,-129.981553
45.943342,-129.982428
45.943300,-129.982713
45.943148,-129.983505
45.942892,-129.984377
45.942728,-129.984692
45.942577,-129.985168
45.942092,-129.985708
45.941798,-129.986290
45.941568,-129.986750
45.941527,-129.986840
45.941242,-129.987440
45.941033,-129.988055
45.940632,-129.988913
45.940293,-129.989572
45.940187,-129.989882
45.940095,-129.990342
45.939863,-129.991165
45.939697,-129.991912
45.939692,-129.991988
45.939848,-129.992723
45.940022,-129.993430
45.940193,-129.994100
45.940388,-129.994850
45.940552,-129.995412
45.940697,-129.995578
45.941035,-129.996167
45.941268,-129.996690
45.941623,-129.997118
45.941962,-129.997648
45.942335,-129.998268
45.942798,-129.999028
45.943227,-129.999707
45.943648,-130.000415
45.944085,-130.001118
45.944525,-130.001873
45.944982,-130.002568
45.945083,-130.002673
45.945167,-130.002817
45.945462,-130.003195
45.945973,-130.003897
45.946403,-130.004392
45.946447,-130.004463
45.946897,-130.004605
45.947438,-130.004857
45.947900,-130.005027
45.948538,-130.005237
45.948548,-130.005252
45.949032,-130.005577
45.949530,-130.005828
45.949967,-130.006028
45.950407,-130.006297
45.950802,-130.006528
45.951297,-130.006892
45.951635,-130.007113
45.951937,-130.007327
45.952308,-130.007515
45.952747,-130.007822
45.953028,-130.007933
45.953263,-130.008160
45.953608,-130.008332
45.953993,-130.008650
45.954358,-130.008788
45.954652,-130.009017
45.954788,-130.009082
45.954903,-130.009173
45.954938,-130.009157
45.954850,-130.008895
45.954922,-130.008879
44.369353,-124.954108
44.369386,-124.953624
44.369386,-124.953624
44.369461,-124.953632
44.369353,-124.954108
44.369404,-124.953865
44.369353,-124.954108
44.369257,-124.954627
44.369122,-124.955120
44.363650,-124.961983
44.363718,-124.961928
44.363753,-124.961875
44.363897,-124.961715
44.363913,-124.961693
44.363932,-124.961657
44.364027,-124.961542
44.364157,-124.961427
44.364235,-124.961283
44.364227,-124.961270
44.364518,-124.960932
44.364558,-124.960840
44.364632,-124.960683
44.364652,-124.960672
44.364653,-124.960677
44.364703,-124.960567
44.364763,-124.960487
44.364787,-124.960453
44.364792,-124.960427
44.364892,-124.960262
44.364907,-124.960227
44.364933,-124.960215
44.365005,-124.960112
44.365063,-124.960025
44.365140,-124.959912
44.365163,-124.959897
44.365158,-124.959882
44.365162,-124.959865
44.365172,-124.959867
44.365193,-124.959828
44.365240,-124.959762
44.365263,-124.959733
44.365297,-124.959682
44.365578,-124.959245
44.365663,-124.959122
44.365892,-124.958787
44.365963,-124.958692
44.366007,-124.958625
44.366098,-124.958502
44.366143,-124.958452
44.366212,-124.958343
44.366342,-124.958167
44.366413,-124.958032
44.366455,-124.957983
44.366487,-124.957922
44.366508,-124.957917
44.366577,-124.957818
44.366658,-124.957693
44.366665,-124.957693
44.366815,-124.957497
44.366845,-124.957505
44.366860,-124.957420
44.366875,-124.957425
44.366867,-124.957407
44.367027,-124.957173
44.367025,-124.957122
44.367025,-124.957122
44.367098,-124.957027
44.367167,-124.956960
44.367227,-124.956877
44.367238,-124.956858
44.367237,-124.956840
44.367252,-124.956818
44.367268,-124.956793
44.367313,-124.956743
44.367323,-124.956753
44.367327,-124.956765
44.367402,-124.956683
44.367425,-124.956633
44.367442,-124.956622
44.367450,-124.956592
44.367463,-124.956558
44.367513,-124.956470
44.367513,-124.956470
44.367658,-124.956227
44.367683,-124.956187
44.367723,-124.956082
44.367732,-124.956072
44.367898,-124.955853
44.367988,-124.955752
44.368130,-124.955515
44.368183,-124.955453
44.368168,-124.955417
44.368288,-124.955313
44.368285,-124.955308
44.368293,-124.955300
44.368308,-124.955293
44.368298,-124.955267
44.368482,-124.955062
44.368482,-124.955062
44.368533,-124.954982
44.368583,-124.954902
44.368630,-124.954850
44.368643,-124.954840
44.368697,-124.954762
44.368738,-124.954728
44.368763,-124.954670
44.368782,-124.954663
44.368842,-124.954537
44.368862,-124.954503
44.368922,-124.954412
44.368958,-124.954337
44.368985,-124.954298
44.368997,-124.954287
44.369002,-124.954278
44.369107,-124.954132
44.369353,-124.954108
44.637304,-124.305619
44.637194,-124.305837
44.637304,-124.305619
44.637392,-124.305517
44.637194,-124.305837
44.637138,-124.305872
44.637304,-124.305619
44.637186,-124.305493
44.569181,-125.148070
44.569191,-125.148025
44.569157,-125.147900
44.569160,-125.147912
44.569181,-125.148070
44.569376,-125.147974
44.569487,-125.147426
44.569590,-125.146930
44.569762,-125.146910
44.569840,-125.146777
44.569191,-125.148025
44.569240,-125.148060
44.569191,-125.148025
44.569144,-125.147989
44.572981,-125.152497
44.573029,-125.152499
44.569170,-125.147895
44.569157,-125.147900
44.569191,-125.148025
44.568992,-125.147642
44.568767,-125.147255
44.568525,-125.146793
44.568323,-125.146403
44.568028,-125.145885
44.567840,-125.145522
44.567662,-125.145273
44.567465,-125.144758
44.567362,-125.144452
44.567380,-125.144275
44.567376,-125.144254
44.569191,-125.148025
44.569447,-125.148487
44.569530,-125.148562
44.569648,-125.148695
44.569752,-125.148822
44.570173,-125.149253
44.570472,-125.149672
44.570802,-125.150047
44.571045,-125.150385
44.571418,-125.150732
44.571697,-125.151093
44.571972,-125.151403
44.572245,-125.151808
44.572495,-125.152023
44.572707,-125.152303
44.572981,-125.152497
44.569191,-125.148025
44.569628,-125.147898
44.569792,-125.147843
44.569923,-125.147827
44.570002,-125.147777
44.570218,-125.147713
44.570217,-125.147708
44.570235,-125.147728
44.570287,-125.147695
44.570307,-125.147680
44.570362,-125.147630
44.570393,-125.147583
44.570498,-125.147535
44.570582,-125.147427
44.570657,-125.147332
44.570717,-125.147267
44.570722,-125.147248
44.570772,-125.147185
44.570792,-125.147143
44.570852,-125.147098
44.570908,-125.147028
44.570968,-125.146942
44.570978,-125.146930
44.571020,-125.146867
44.571087,-125.146768
44.571135,-125.146715
44.571193,-125.146593
44.571243,-125.146542
44.571287,-125.146477
44.571303,-125.146458
44.571348,-125.146400
44.571397,-125.146325
44.571452,-125.146248
44.571517,-125.146153
44.571598,-125.146053
44.571655,-125.145947
44.571678,-125.145927
44.571727,-125.145850
44.571803,-125.145757
44.571873,-125.145658
44.572008,-125.145488
44.572087,-125.145357
44.572130,-125.145292
44.572208,-125.145193
44.572270,-125.145113
44.572313,-125.145047
44.572345,-125.144955
44.572443,-125.144858
44.572515,-125.144753
44.572547,-125.144702
44.572598,-125.144628
44.572668,-125.144548
44.572702,-125.144503
44.572788,-125.144392
44.572812,-125.144328
44.572898,-125.144223
44.572917,-125.144178
44.572973,-125.144117
44.572988,-125.144075
44.573048,-125.144007
44.573063,-125.143978
44.573082,-125.143930
44.573102,-125.143898
44.573143,-125.143866
44.569191,-125.148025
44.569170,-125.147895
44.573143,-125.143866
44.573195,-125.143917
44.567376,-125.144254
44.567403,-125.144202
44.569840,-125.146777
44.569998,-125.146713
44.569840,-125.146777
44.569828,-125.147016
44.509791,-125.405258
44.509780,-125.405231
44.509568,-125.398242
44.509668,-125.398456
44.509638,-125.398528
44.509623,-125.398563
44.509612,-125.398693
44.509603,-125.398805
44.509588,-125.398937
44.509593,-125.399072
44.509600,-125.399237
44.509608,-125.399408
44.509618,-125.399582
44.509623,-125.399753
44.509620,-125.399908
44.509613,-125.400033
44.509615,-125.400232
44.509593,-125.400438
44.509565,-125.400468
44.509582,-125.400382
44.509588,-125.400502
44.509595,-125.400628
44.509592,-125.400805
44.509603,-125.400923
44.509597,-125.401083
44.509597,-125.401218
44.509587,-125.401333
44.509578,-125.401482
44.509577,-125.401657
44.509563,-125.401807
44.509580,-125.401952
44.509587,-125.402037
44.509590,-125.402197
44.509592,-125.402318
44.509585,-125.402472
44.509588,-125.402633
44.509593,-125.402747
44.509587,-125.402895
44.509605,-125.403042
44.509602,-125.403207
44.509617,-125.403383
44.509622,-125.403568
44.509645,-125.403777
44.509653,-125.403990
44.509645,-125.404150
44.509622,-125.404372
44.509612,-125.404628
44.509598,-125.404967
44.509532,-125.405247
44.509539,-125.405287
44.509584,-125.405370
44.509686,-125.405137
44.509720,-125.405161
44.509568,-125.398242
44.509833,-125.398010
44.510140,-125.397575
44.510795,-125.396580
44.511275,-125.395800
44.511868,-125.394960
44.512628,-125.393822
44.513308,-125.392742
44.514037,-125.391662
44.514627,-125.390573
44.515148,-125.389916
44.515169,-125.389934
44.515240,-125.389949
44.515182,-125.389997
44.515240,-125.389949
44.515055,-125.390015
44.515169,-125.389934
44.515240,-125.389949
44.515169,-125.389934
44.515654,-125.389708
44.515240,-125.389949
44.515133,-125.389493
44.515238,-125.389112
44.515537,-125.388390
44.515778,-125.387757
44.515858,-125.387488
44.516018,-125.387108
44.516272,-125.386283
44.516513,-125.385843
44.516533,-125.385758
44.516788,-125.385072
44.517022,-125.384387
44.517143,-125.384088
44.517253,-125.383837
44.517697,-125.383567
44.518140,-125.383388
44.518628,-125.382942
44.518653,-125.382860
44.519077,-125.382758
44.519475,-125.382502
44.519922,-125.382207
44.520297,-125.381953
44.520408,-125.381860
44.520603,-125.381742
44.520912,-125.381640
44.521108,-125.381432
44.521228,-125.381425
44.521592,-125.381145
44.521678,-125.381113
44.521888,-125.380992
44.522158,-125.380838
44.522438,-125.380598
44.522468,-125.380550
44.522487,-125.380537
44.522193,-125.380139
44.515169,-125.389934
44.515302,-125.389768
44.515508,-125.389410
44.515643,-125.389147
44.515883,-125.388773
44.516080,-125.388428
44.516203,-125.388230
44.516593,-125.387477
44.517038,-125.386805
44.517387,-125.386037
44.517717,-125.385473
44.518092,-125.384833
44.518607,-125.384733
44.519137,-125.384375
44.519692,-125.384070
44.520263,-125.383750
44.520948,-125.383490
44.521517,-125.383083
44.522013,-125.382812
44.522500,-125.382690
44.522967,-125.382438
44.523408,-125.382202
44.523757,-125.381947
44.524123,-125.381830
44.524443,-125.381558
44.524843,-125.381370
44.525173,-125.381322
44.525508,-125.381033
44.525928,-125.380843
44.526323,-125.380625
44.526658,-125.380448
44.527130,-125.380225
44.527435,-125.379947
44.527080,-125.380300
44.527512,-125.380619
44.509720,-125.405161
44.509700,-125.405236
44.509720,-125.405161
44.509789,-125.405284
44.509720,-125.405161
44.509721,-125.405238
44.509789,-125.405284
44.509791,-125.405258
45.933738,-130.013899
45.933638,-130.013897
45.933738,-130.013899
45.933767,-130.013788
45.933738,-130.013899
45.933599,-130.013557
44.369353,-124.954108
44.369290,-124.954010
44.368910,-124.953420
44.368840,-124.953370
44.368810,-124.953390
44.368800,-124.953410
44.368620,-124.953100
44.368228,-124.952795
44.569840,-125.146777
44.570078,-125.147041
44.569840,-125.146777
44.570001,-125.146740
44.569840,-125.146777
44.569793,-125.146707